"rn","ec","eq","way","ko","symbol","name","map","md"
"R00261","4.1.1.15","L-Glutamate <=> 4-Aminobutanoate + CO2","Bidirectional","K01580","E4.1.1.15","glutamate decarboxylase [EC:4.1.1.15]","map00650","M00027"
"R00713","1.2.1.16, 1.2.1.24","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","K00135","gabD","succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]","map00650","M00027"
"R00713","1.2.1.16, 1.2.1.24","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","K00139","ALDH5A1","succinate-semialdehyde dehydrogenase [EC:1.2.1.24]","map00650","M00027"
"R00713","1.2.1.16, 1.2.1.24","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","K17761","SSADH","succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]","map00650","M00027"
"R00714","1.2.1.16, 1.2.1.79","Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+","Bidirectional","K00135","gabD","succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]","map00650","M00027"
"R01648","2.6.1.19","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","Bidirectional","K00823","puuE","4-aminobutyrate aminotransferase [EC:2.6.1.19]","map00650","M00027"
"R01648","2.6.1.19","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","Bidirectional","K07250","gabT","4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]","map00650","M00027"
"R01648","2.6.1.19","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","Bidirectional","K13524","ABAT","4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]","map00650","M00027"
"R10178","2.6.1.96","4-Aminobutanoate + Pyruvate <=> Succinate semialdehyde + L-Alanine","Bidirectional","K16871","POP2","4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]","map00650","M00027"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K00626","ACAT","acetyl-CoA C-acetyltransferase [EC:2.3.1.9]","map00650","M00088"
"R01360","4.1.3.4","(S)-3-Hydroxy-3-methylglutaryl-CoA <=> Acetyl-CoA + Acetoacetate","Bidirectional","K01640","HMGCL","hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]","map00650","M00088"
"R01978","2.3.3.10","(S)-3-Hydroxy-3-methylglutaryl-CoA + CoA <=> Acetyl-CoA + H2O + Acetoacetyl-CoA","Bidirectional","K01641","HMGCS","hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]","map00650","M00088"
"R00048","3.1.1.22","(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate + H2O <=> 2 (R)-3-Hydroxybutanoate","Bidirectional","K07518","E3.1.1.22","hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]","map00650","NA"
"R00212","2.3.1.54","Acetyl-CoA + Formate <=> CoA + Pyruvate","Bidirectional","K00656","E2.3.1.54","formate C-acetyltransferase [EC:2.3.1.54]","map00650","NA"
"R00215","1.1.1.83","(R)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+","Bidirectional","K07246","ttuC","tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]","map00650","NA"
"R00226","2.2.1.6","(S)-2-Acetolactate + CO2 <=> 2 Pyruvate","Bidirectional","K01652, K01653","E2.2.1.6L, E2.2.1.6S","acetolactate synthase I/II/III large subunit [EC:2.2.1.6], acetolactate synthase I/III small subunit [EC:2.2.1.6]","map00650","NA"
"R00226","2.2.1.6","(S)-2-Acetolactate + CO2 <=> 2 Pyruvate","Bidirectional","K11258","ilvM","acetolactate synthase II small subunit [EC:2.2.1.6]","map00650","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K00632","fadA","acetyl-CoA acyltransferase [EC:2.3.1.16]","map00650","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K07508","ACAA2","acetyl-CoA acyltransferase 2 [EC:2.3.1.16]","map00650","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K07509","HADHB","acetyl-CoA acyltransferase [EC:2.3.1.16]","map00650","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K07513","ACAA1","acetyl-CoA acyltransferase 1 [EC:2.3.1.16]","map00650","NA"
"R00410","2.8.3.5","Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA","Bidirectional","K01027","OXCT","3-oxoacid CoA-transferase [EC:2.8.3.5]","map00650","NA"
"R00410","2.8.3.5","Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA","Bidirectional","K01028, K01029","scoA, scoB","3-oxoacid CoA-transferase subunit A [EC:2.8.3.5], 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]","map00650","NA"
"R00713","1.2.1.16, 1.2.1.24","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","K08324","sad","succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]","map00650","NA"
"R00714","1.2.1.16, 1.2.1.79","Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+","Bidirectional","K08324","sad","succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]","map00650","NA"
"R01087","5.2.1.1","Maleic acid <=> Fumarate","Bidirectional","K01799","nicE","maleate isomerase [EC:5.2.1.1]","map00650","NA"
