"rn","ec","eq","way","ko","symbol","name","map","md"
"R00582","3.1.3.3","O-Phospho-L-serine + H2O <=> L-Serine + Orthophosphate","Bidirectional","K01079","serB","phosphoserine phosphatase [EC:3.1.3.3]","map00680","M00020"
"R00582","3.1.3.3","O-Phospho-L-serine + H2O <=> L-Serine + Orthophosphate","Bidirectional","K02203","thrH","phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]","map00680","M00020"
"R00582","3.1.3.3","O-Phospho-L-serine + H2O <=> L-Serine + Orthophosphate","Bidirectional","K22305","psp","phosphoserine phosphatase [EC:3.1.3.3]","map00680","M00020"
"R00582","3.1.3.3","O-Phospho-L-serine + H2O <=> L-Serine + Orthophosphate","Bidirectional","K25528","ysaA","phosphoserine phosphatase [EC:3.1.3.3]","map00680","M00020"
"R01513","1.1.1.95","3-Phospho-D-glycerate + NAD+ <=> 3-Phosphonooxypyruvate + NADH + H+","Bidirectional","K00058","serA","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","map00680","M00020"
"R04173","2.6.1.52","O-Phospho-L-serine + 2-Oxoglutarate <=> 3-Phosphonooxypyruvate + L-Glutamate","Bidirectional","K00831","serC","phosphoserine aminotransferase [EC:2.6.1.52]","map00680","M00020"
"R01142","1.14.13.25","Methane + Oxygen + NADH + H+ <=> Methanol + NAD+ + H2O","Bidirectional","K16157, K16158, K16159, K16160, K16161, K16162","mmoX, mmoY, mmoZ, mmoB, mmoC, mmoD","methane monooxygenase component A alpha chain [EC:1.14.13.25], methane monooxygenase component A beta chain [EC:1.14.13.25], methane monooxygenase component A gamma chain [EC:1.14.13.25], methane monooxygenase regulatory protein B, methane monooxygenase component C [EC:1.14.13.25], methane monooxygenase component D","map00680","M00174"
"R01146","1.1.2.7, 1.1.2.10","Methanol + 2 Ferricytochrome cL <=> Formaldehyde + 2 Ferrocytochrome cL + 2 H+","Bidirectional","K14028","mdh1","methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]","map00680","M00174"
"R01146","1.1.2.7, 1.1.2.10","Methanol + 2 Ferricytochrome cL <=> Formaldehyde + 2 Ferrocytochrome cL + 2 H+","Bidirectional","K23995","xoxF","lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]","map00680","M00174"
"R09518","1.14.18.3","Methane + Hydroquinone + Oxygen <=> Methanol + Quinone + H2O","Bidirectional","K10944, K10945, K10946","pmoA-amoA, pmoB-amoB, pmoC-amoC","methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39], methane/ammonia monooxygenase subunit B, methane/ammonia monooxygenase subunit C","map00680","M00174"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K03841","FBP","fructose-1,6-bisphosphatase I [EC:3.1.3.11]","map00680","M00344"
"R01011","2.7.1.29","ATP + Glycerone <=> ADP + Glycerone phosphate","Bidirectional","K00863","DAK","triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]","map00680","M00344"
"R01440","2.2.1.3","D-Xylulose 5-phosphate + Formaldehyde <=> D-Glyceraldehyde 3-phosphate + Glycerone","Bidirectional","K17100","DAS","dihydroxyacetone synthase [EC:2.2.1.3]","map00680","M00344"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K01624","FBA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","map00680","M00344, M00345"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K00850","pfkA","6-phosphofructokinase 1 [EC:2.7.1.11]","map00680","M00345"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K16370","pfkB","6-phosphofructokinase 2 [EC:2.7.1.11]","map00680","M00345"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K21071","pfk","ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","map00680","M00345"
"R05338","4.1.2.43","D-Ribulose 5-phosphate + Formaldehyde <=> D-arabino-Hex-3-ulose 6-phosphate","Bidirectional","K08093","hxlA","3-hexulose-6-phosphate synthase [EC:4.1.2.43]","map00680","M00345"
"R05338","4.1.2.43","D-Ribulose 5-phosphate + Formaldehyde <=> D-arabino-Hex-3-ulose 6-phosphate","Bidirectional","K13812","fae-hps","bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]","map00680","M00345"
"R05338","4.1.2.43","D-Ribulose 5-phosphate + Formaldehyde <=> D-arabino-Hex-3-ulose 6-phosphate","Bidirectional","K13831","hps-phi","3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]","map00680","M00345"
"R05339","5.3.1.27","D-arabino-Hex-3-ulose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","K08094","hxlB","6-phospho-3-hexuloisomerase [EC:5.3.1.27]","map00680","M00345"
"R05339","5.3.1.27","D-arabino-Hex-3-ulose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","K13831","hps-phi","3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]","map00680","M00345"
"R08058","4.2.1.147","5,6,7,8-Tetrahydromethanopterin + Formaldehyde <=> 5,10-Methylenetetrahydromethanopterin + H2O","Bidirectional","K13812","fae-hps","bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]","map00680","M00345"
"R00342","1.1.1.37, 1.1.1.299","(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+","Bidirectional","K00024","mdh","malate dehydrogenase [EC:1.1.1.37]","map00680","M00346"
"R00345","4.1.1.31","Orthophosphate + Oxaloacetate <=> H2O + Phosphoenolpyruvate + CO2","Bidirectional","K01595","ppc","phosphoenolpyruvate carboxylase [EC:4.1.1.31]","map00680","M00346"
"R00473","4.1.3.24","L-Malyl-CoA <=> Acetyl-CoA + Glyoxylate","Bidirectional","K08691","mcl","malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]","map00680","M00346"
"R00588","2.6.1.45","L-Serine + Glyoxylate <=> Hydroxypyruvate + Glycine","Bidirectional","K00830","AGXT","alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]","map00680","M00346"
"R00658","4.2.1.11","2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O","Bidirectional","K01689","ENO1_2_3","enolase 1/2/3 [EC:4.2.1.11]","map00680","M00346"
"R00945","2.1.2.1","5,10-Methylenetetrahydrofolate + Glycine + H2O <=> Tetrahydrofolate + L-Serine","Bidirectional","K00600","glyA","glycine hydroxymethyltransferase [EC:2.1.2.1]","map00680","M00346"
"R01256","6.2.1.9","ATP + (S)-Malate + CoA <=> ADP + Orthophosphate + L-Malyl-CoA","Bidirectional","K08692, K14067","mtkB, mtkA","malate-CoA ligase subunit alpha [EC:6.2.1.9], malate-CoA ligase subunit beta [EC:6.2.1.9]","map00680","M00346"
"R01388","1.1.1.26, 1.1.1.29, 1.1.1.81","D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+","Bidirectional","K00018","hprA","glycerate dehydrogenase [EC:1.1.1.29]","map00680","M00346"
"R07136","1.1.1.37, 1.1.1.337","(2R)-3-Sulfolactate + NAD+ <=> 3-Sulfopyruvate + NADH + H+","Bidirectional","K00024","mdh","malate dehydrogenase [EC:1.1.1.37]","map00680","M00346"
"R08572","2.7.1.165","D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP","Bidirectional","K11529","gck","glycerate 2-kinase [EC:2.7.1.165]","map00680","M00346"
"R09099","2.1.2.1","L-Serine + 5,6,7,8-Tetrahydromethanopterin <=> 5,10-Methylenetetrahydromethanopterin + Glycine + H2O","Bidirectional","K00600","glyA","glycine hydroxymethyltransferase [EC:2.1.2.1]","map00680","M00346"
"R09098","2.1.1.90, 2.1.1.246","Methanol + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + H2O","Bidirectional","K14080, K04480, K14081","mtaA, mtaB, mtaC","[methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246 2.1.1.377], methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90], methanol corrinoid protein","map00680","M00356"
"R04540","1.8.98.1","Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + Dihydromethanophenazine <=> Coenzyme B + Coenzyme M + Methanophenazine","Bidirectional","K08264, K08265","hdrD, hdrE","heterodisulfide reductase subunit D [EC:1.8.98.1], heterodisulfide reductase subunit E [EC:1.8.98.1]","map00680","M00356, M00357, M00563, M00567"
"R04541","2.8.4.1","Coenzyme B + 2-(Methylthio)ethanesulfonate <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + Methane","Bidirectional","K00399, K00401, K00402","mcrA, mcrB, mcrG","methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1], methyl-coenzyme M reductase beta subunit [EC:2.8.4.1], methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]","map00680","M00356, M00357, M00563, M00567"
"R11928","1.8.98.4","Coenzyme B + Coenzyme M + 2 Coenzyme F420 + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced coenzyme F420 + 2 Oxidized ferredoxin","Bidirectional","K03388, K03389, K03390","hdrA2, hdrB2, hdrC2","heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]","map00680","M00356, M00357, M00563, M00567"
"R11931","1.8.7.3","Coenzyme B + Coenzyme M + 2 Oxidized ferredoxin <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced ferredoxin + 2 H+","Bidirectional","K03388, K03389, K03390","hdrA2, hdrB2, hdrC2","heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]","map00680","M00356, M00357, M00563, M00567"
