"rn","ec","eq","way","ko","symbol","name","map","md"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K00850","pfkA","6-phosphofructokinase 1 [EC:2.7.1.11]","map00010","M00001"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K16370","pfkB","6-phosphofructokinase 2 [EC:2.7.1.11]","map00010","M00001"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K21071","pfk","ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","map00010","M00001"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K24182","PFK9","6-phosphofructokinase [EC:2.7.1.11]","map00010","M00001"
"R00764","2.7.1.90","Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate","Bidirectional","K21071","pfk","ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","map00010","M00001"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K16305","K16305","fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]","map00010","M00001"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K16306","K16306","fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]","map00010","M00001"
"R01600","2.7.1.1, 2.7.1.2","ATP + beta-D-Glucose <=> ADP + beta-D-Glucose 6-phosphate","Bidirectional","K00844","HK","hexokinase [EC:2.7.1.1]","map00010","M00001"
"R01600","2.7.1.1, 2.7.1.2","ATP + beta-D-Glucose <=> ADP + beta-D-Glucose 6-phosphate","Bidirectional","K00845","glk","glucokinase [EC:2.7.1.2]","map00010","M00001"
"R01600","2.7.1.1, 2.7.1.2","ATP + beta-D-Glucose <=> ADP + beta-D-Glucose 6-phosphate","Bidirectional","K12407","GCK","glucokinase [EC:2.7.1.2]","map00010","M00001"
"R01600","2.7.1.1, 2.7.1.2","ATP + beta-D-Glucose <=> ADP + beta-D-Glucose 6-phosphate","Bidirectional","K25026","glk","glucokinase [EC:2.7.1.2]","map00010","M00001"
"R01786","2.7.1.1, 2.7.1.2","ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate","Bidirectional","K00844","HK","hexokinase [EC:2.7.1.1]","map00010","M00001"
"R01786","2.7.1.1, 2.7.1.2","ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate","Bidirectional","K00845","glk","glucokinase [EC:2.7.1.2]","map00010","M00001"
"R01786","2.7.1.1, 2.7.1.2","ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate","Bidirectional","K12407","GCK","glucokinase [EC:2.7.1.2]","map00010","M00001"
"R01786","2.7.1.1, 2.7.1.2","ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate","Bidirectional","K25026","glk","glucokinase [EC:2.7.1.2]","map00010","M00001"
"R02187","2.7.1.63","Polyphosphate + beta-D-Glucose <=> Polyphosphate + beta-D-Glucose 6-phosphate","Bidirectional","K00886","ppgK","polyphosphate glucokinase [EC:2.7.1.63]","map00010","M00001"
"R02189","2.7.1.63","Polyphosphate + alpha-D-Glucose <=> Polyphosphate + alpha-D-Glucose 6-phosphate","Bidirectional","K00886","ppgK","polyphosphate glucokinase [EC:2.7.1.63]","map00010","M00001"
"R02739","5.1.3.15, 5.3.1.9","alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate","Bidirectional","K01810","GPI","glucose-6-phosphate isomerase [EC:5.3.1.9]","map00010","M00001"
"R02739","5.1.3.15, 5.3.1.9","alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate","Bidirectional","K06859","pgi1","glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]","map00010","M00001"
"R02739","5.1.3.15, 5.3.1.9","alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate","Bidirectional","K13810","tal-pgi","transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","map00010","M00001"
