"rn","ec","eq","way","ko","symbol","name","map","md"
"R00206","2.7.9.1","ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate","Bidirectional","K01006","ppdK","pyruvate, orthophosphate dikinase [EC:2.7.9.1]","map00720","M00173"
"R00267","1.1.1.42","Isocitrate + NADP+ <=> 2-Oxoglutarate + CO2 + NADPH + H+","Bidirectional","K00031","IDH1","isocitrate dehydrogenase [EC:1.1.1.42]","map00720","M00173"
"R00344","6.4.1.1","ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate","Bidirectional","K01958","PC","pyruvate carboxylase [EC:6.4.1.1]","map00720","M00173"
"R00352","2.3.3.8","ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate","Bidirectional","K15230, K15231","aclA, aclB","ATP-citrate lyase alpha-subunit [EC:2.3.3.8], ATP-citrate lyase beta-subunit [EC:2.3.3.8]","map00720","M00173"
"R00354","4.1.3.34","(3S)-Citryl-CoA <=> Acetyl-CoA + Oxaloacetate","Bidirectional","K15234","ccl","citryl-CoA lyase [EC:4.1.3.34]","map00720","M00173"
"R00402","1.3.1.6","Succinate + NAD+ <=> Fumarate + NADH + H+","Bidirectional","K18556, K18557, K18558, K18559, K18560","frdA, frdB, frdC, frdD, frdE","NADH-dependent fumarate reductase subunit A [EC:1.3.1.6], NADH-dependent fumarate reductase subunit B [EC:1.3.1.6], NADH-dependent fumarate reductase subunit C, NADH-dependent fumarate reductase subunit D, NADH-dependent fumarate reductase subunit E","map00720","M00173"
"R01082","4.2.1.2","(S)-Malate <=> Fumarate + H2O","Bidirectional","K01676","E4.2.1.2A","fumarate hydratase, class I [EC:4.2.1.2]","map00720","M00173"
"R01196","1.2.7.1, 1.2.7.11","2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA","Bidirectional","K00174, K00175","korA, korB","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","map00720","M00173"
"R01196","1.2.7.1, 1.2.7.11","2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA","Bidirectional","K03737","por","pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]","map00720","M00173"
"R01197","1.2.7.3, 1.2.7.11","2 Reduced ferredoxin + Succinyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + 2-Oxoglutarate + CoA","Bidirectional","K00174, K00175","korA, korB","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","map00720","M00173"
"R01322","6.2.1.18","ATP + Citrate + CoA <=> ADP + Orthophosphate + (3S)-Citryl-CoA","Bidirectional","K15232, K15233","ccsA, ccsB","citryl-CoA synthetase large subunit [EC:6.2.1.18], citryl-CoA synthetase small subunit","map00720","M00173"
"R01325","4.2.1.3","Citrate <=> cis-Aconitate + H2O","Bidirectional","K01681","ACO","aconitate hydratase [EC:4.2.1.3]","map00720","M00173"
"R01325","4.2.1.3","Citrate <=> cis-Aconitate + H2O","Bidirectional","K01682","acnB","aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","map00720","M00173"
"R01325","4.2.1.3","Citrate <=> cis-Aconitate + H2O","Bidirectional","K27802","acnA","aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","map00720","M00173"
"R01900","4.2.1.3","Isocitrate <=> cis-Aconitate + H2O","Bidirectional","K01681","ACO","aconitate hydratase [EC:4.2.1.3]","map00720","M00173"
"R01900","4.2.1.3","Isocitrate <=> cis-Aconitate + H2O","Bidirectional","K01682","acnB","aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","map00720","M00173"
"R01900","4.2.1.3","Isocitrate <=> cis-Aconitate + H2O","Bidirectional","K27802","acnA","aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","map00720","M00173"
"R10866","","Pyruvate + CoA + Oxidized flavodoxin <=> Acetyl-CoA + CO2 + Reduced flavodoxin","Bidirectional","K03737","por","pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]","map00720","M00173"
"R00199","2.7.9.2","ATP + Pyruvate + H2O <=> AMP + Phosphoenolpyruvate + Orthophosphate","Bidirectional","K01007","pps","pyruvate, water dikinase [EC:2.7.9.2]","map00720","M00173, M00374"
