"rn","ec","eq","way","ko","symbol","name","map","md"
"R01478","3.2.1.31","H2O + beta-D-Glucuronoside <=> D-Glucuronate + Alcohol","Bidirectional","K14756","KL","klotho [EC:3.2.1.31]","map00040","M00014"
"R01639","2.7.1.17","ATP + D-Xylulose <=> ADP + D-Xylulose 5-phosphate","Bidirectional","K00854","xylB","xylulokinase [EC:2.7.1.17]","map00040","M00014"
"R01896","1.1.1.9, 1.1.1.14","Xylitol + NAD+ <=> D-Xylulose + NADH + H+","Bidirectional","K00008","SORD","L-iditol 2-dehydrogenase [EC:1.1.1.14]","map00040","M00014"
"R01896","1.1.1.9, 1.1.1.14","Xylitol + NAD+ <=> D-Xylulose + NADH + H+","Bidirectional","K05351","E1.1.1.9","D-xylulose reductase [EC:1.1.1.9]","map00040","M00014"
"R01904","1.1.1.10","Xylitol + NADP+ <=> L-Xylulose + NADPH + H+","Bidirectional","K03331","DCXR","L-xylulose reductase [EC:1.1.1.10]","map00040","M00014"
"R02640","1.1.1.45","L-Gulonate + NAD+ <=> 3-Dehydro-L-gulonate + NADH + H+","Bidirectional","K13247","CRYL1","L-gulonate 3-dehydrogenase [EC:1.1.1.45]","map00040","M00014"
"R00286","1.1.1.22","UDP-glucose + H2O + 2 NAD+ <=> UDP-glucuronate + 2 NADH + 2 H+","Bidirectional","K00012","UGDH","UDPglucose 6-dehydrogenase [EC:1.1.1.22]","map00040","M00014, M00129"
"R01383","2.4.1.17","UDP-glucuronate + ROH <=> UDP + beta-D-Glucuronoside","Bidirectional","K00699","UGT","glucuronosyltransferase [EC:2.4.1.17]","map00040","M00014, M00129"
"R01478","3.2.1.31","H2O + beta-D-Glucuronoside <=> D-Glucuronate + Alcohol","Bidirectional","K01195","uidA","beta-glucuronidase [EC:3.2.1.31]","map00040","M00014, M00129"
"R01481","1.1.1.2, 1.1.1.19","L-Gulonate + NADP+ <=> D-Glucuronate + NADPH + H+","Bidirectional","K00002","AKR1A1","alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","map00040","M00014, M00129"
"R00289","2.7.7.9, 2.7.7.64","UTP + D-Glucose 1-phosphate <=> Diphosphate + UDP-glucose","Bidirectional","K12447","USP","UDP-sugar pyrophosphorylase [EC:2.7.7.64]","map00040","M00014, M00994"
"R01381","2.7.7.44, 2.7.7.64","UTP + D-Glucuronate 1-phosphate <=> Diphosphate + UDP-glucuronate","Bidirectional","K12447","USP","UDP-sugar pyrophosphorylase [EC:2.7.7.64]","map00040","M00014, M00994"
"R01476","2.7.1.43","ATP + D-Glucuronate <=> ADP + D-Glucuronate 1-phosphate","Bidirectional","K16190","GLCAK","glucuronokinase [EC:2.7.1.43]","map00040","M00014, M00994"
"R02454","1.1.1.57","D-Mannonate + NAD+ <=> D-Fructuronate + NADH + H+","Bidirectional","K00040","uxuB","fructuronate reductase [EC:1.1.1.57]","map00040","M00061"
"R05606","4.2.1.8","D-Mannonate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O","Bidirectional","K01686","uxuA","mannonate dehydratase [EC:4.2.1.8]","map00040","M00061"
"R05606","4.2.1.8","D-Mannonate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O","Bidirectional","K08323","rspA","mannonate dehydratase [EC:4.2.1.8]","map00040","M00061"
"R01482","5.3.1.12","D-Glucuronate <=> D-Fructuronate","Bidirectional","K01812","uxaC","glucuronate isomerase [EC:5.3.1.12]","map00040","M00061, M00631"
"R01983","5.3.1.12","D-Galacturonate <=> D-Tagaturonate","Bidirectional","K01812","uxaC","glucuronate isomerase [EC:5.3.1.12]","map00040","M00061, M00631"
"R01982","3.2.1.15, 3.2.1.67","Pectate + H2O <=> D-Galacturonate + Pectate","Bidirectional","K01184","E3.2.1.15","polygalacturonase [EC:3.2.1.15]","map00040","M00081"
"R01982","3.2.1.15, 3.2.1.67","Pectate + H2O <=> D-Galacturonate + Pectate","Bidirectional","K01213","E3.2.1.67","galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]","map00040","M00081"
"R02360","3.2.1.15, 3.2.1.82","Pectate + H2O <=> Digalacturonate + Pectate","Bidirectional","K01184","E3.2.1.15","polygalacturonase [EC:3.2.1.15]","map00040","M00081"
"R02362","3.1.1.11","Pectin + n H2O <=> n Methanol + Pectate","Bidirectional","K01051","E3.1.1.11","pectinesterase [EC:3.1.1.11]","map00040","M00081"
"R07413","3.2.1.67","Digalacturonate + H2O <=> 2 D-Galacturonate","Bidirectional","K01213","E3.2.1.67","galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]","map00040","M00081"
"R00289","2.7.7.9, 2.7.7.64","UTP + D-Glucose 1-phosphate <=> Diphosphate + UDP-glucose","Bidirectional","K00963","UGP2","UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]","map00040","M00129"
"R07676","1.1.1.365","L-Galactonate + NADP+ <=> D-Galacturonate + NADPH + H+","Bidirectional","K18106","GAAA","D-galacturonate reductase [EC:1.1.1.-]","map00040","M00630"
"R07676","1.1.1.365","L-Galactonate + NADP+ <=> D-Galacturonate + NADPH + H+","Bidirectional","K19634","gar1","D-galacturonate reductase [EC:1.1.1.365]","map00040","M00630"
"R10532","4.2.1.146","L-Galactonate <=> 2-Dehydro-3-deoxy-L-galactonate + H2O","Bidirectional","K18102","GAAB","L-galactonate dehydratase [EC:4.2.1.146]","map00040","M00630"
"R10550","4.1.2.54","2-Dehydro-3-deoxy-L-galactonate <=> Pyruvate + L-Glyceraldehyde","Bidirectional","K18103","GAAC","L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54]","map00040","M00630"
"R10563","1.1.1.372","L-Glyceraldehyde + NADPH + H+ <=> Glycerol + NADP+","Bidirectional","K18107","GAAD","L-glyceraldehyde reductase [EC:1.1.1.372]","map00040","M00630"
"R10565","","L-Galactonate + NAD+ <=> D-Galacturonate + NADH + H+","Bidirectional","K18106","GAAA","D-galacturonate reductase [EC:1.1.1.-]","map00040","M00630"
