"rn","ec","eq","way","ko","symbol","name","map","md"
"R01608","1.1.1.59","3-Hydroxypropanoate + NAD+ <=> 3-Oxopropanoate + NADH + H+","Bidirectional","K23146","HPD1","3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]","map00640","M00013"
"R03045","4.2.1.17, 4.2.1.116","3-Hydroxypropionyl-CoA <=> Propenoyl-CoA + H2O","Bidirectional","K07511","ECHS1","enoyl-CoA hydratase [EC:4.2.1.17]","map00640","M00013"
"R03045","4.2.1.17, 4.2.1.116","3-Hydroxypropionyl-CoA <=> Propenoyl-CoA + H2O","Bidirectional","K14729","FOX2","multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]","map00640","M00013"
"R03158","3.1.2.4","3-Hydroxypropanoate + CoA <=> 3-Hydroxypropionyl-CoA + H2O","Bidirectional","K05605","HIBCH","3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]","map00640","M00013"
"R04432","1.3.8.1","Electron-transferring flavoprotein + Propanoyl-CoA <=> Reduced electron-transferring flavoprotein + Propenoyl-CoA","Bidirectional","K00248","ACADS","butyryl-CoA dehydrogenase [EC:1.3.8.1]","map00640","M00013"
"R12356","1.3.3.6","Propanoyl-CoA + Oxygen <=> Propenoyl-CoA + Hydrogen peroxide","Bidirectional","K00232","E1.3.3.6","acyl-CoA oxidase [EC:1.3.3.6]","map00640","M00013"
"R00705","1.2.1.18, 1.2.1.27","3-Oxopropanoate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+","Bidirectional","K00140","mmsA","malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]","map00640","M00013, M00991, M00992"
"R00706","1.2.1.18","3-Oxopropanoate + CoA + NADP+ <=> Acetyl-CoA + CO2 + NADPH + H+","Bidirectional","K00140","mmsA","malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]","map00640","M00013, M00991, M00992"
"R00935","1.2.1.27","(S)-Methylmalonate semialdehyde + CoA + NAD+ <=> Propanoyl-CoA + CO2 + NADH + H+","Bidirectional","K00140","mmsA","malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]","map00640","M00013, M00991, M00992"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K01964, K15036, K15037","K01964, K15036, K15037","acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3], acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15], biotin carboxyl carrier protein","map00640","M00741"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K11263, K18472","bccA, accD6","acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","map00640","M00741"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K11263, K19312, K22568","bccA, pccB, pccX","acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15], acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]","map00640","M00741"
"R00833","5.4.99.2","(R)-Methylmalonyl-CoA <=> Succinyl-CoA","Bidirectional","K01847","MUT","methylmalonyl-CoA mutase [EC:5.4.99.2]","map00640","M00741"
"R00833","5.4.99.2","(R)-Methylmalonyl-CoA <=> Succinyl-CoA","Bidirectional","K01848, K01849","E5.4.99.2A, E5.4.99.2B","methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2], methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]","map00640","M00741"
"R01859","6.4.1.3","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","K01964, K15036, K15037","K01964, K15036, K15037","acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3], acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15], biotin carboxyl carrier protein","map00640","M00741"
"R01859","6.4.1.3","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","K01965, K01966","PCCA, PCCB","propionyl-CoA carboxylase alpha subunit [EC:6.4.1.3], propionyl-CoA carboxylase beta subunit [EC:6.4.1.3 2.1.3.15]","map00640","M00741"
"R01859","6.4.1.3","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","K11263, K18472","bccA, accD6","acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","map00640","M00741"
"R01859","6.4.1.3","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","K11263, K19312, K22568","bccA, pccB, pccX","acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15], acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]","map00640","M00741"
