"rn","ec","eq","way","ko","symbol","name","map","md"
"R00640","1.3.2.3","L-Galactono-1,4-lactone + 2 Ferricytochrome c <=> Ascorbate + 2 Ferrocytochrome c + 2 H+","Bidirectional","K00225","GLDH","L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]","map00053","M00114"
"R00889","5.1.3.18","GDP-mannose <=> GDP-L-galactose","Bidirectional","K10046","GME","GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]","map00053","M00114"
"R07672","5.1.3.18","GDP-mannose <=> GDP-L-gulose","Bidirectional","K10046","GME","GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]","map00053","M00114"
"R07673","","GDP-L-gulose <=> GDP-L-galactose","Bidirectional","K10046","GME","GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]","map00053","M00114"
"R07674","3.1.3.93","beta-L-Galactose 1-phosphate + H2O <=> L-Galactose + Orthophosphate","Bidirectional","K10047","VTC4","inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]","map00053","M00114"
"R07675","1.1.1.122, 1.1.1.316","L-Galactose + NAD+ <=> L-Galactono-1,4-lactone + NADH + H+","Bidirectional","K17744","GalDH","L-galactose dehydrogenase [EC:1.1.1.316]","map00053","M00114"
"R07678","2.7.7.69","GDP-L-galactose + D-Mannose 1-phosphate <=> beta-L-Galactose 1-phosphate + GDP-mannose","Bidirectional","K14190","VTC2_5","GDP-L-galactose phosphorylase [EC:2.7.7.69]","map00053","M00114"
"R07679","1.3.2.3","Ascorbate + 2 Ferricytochrome c <=> Dehydroascorbate + 2 Ferrocytochrome c + 2 H+","Bidirectional","K00225","GLDH","L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]","map00053","M00114"
"R01383","2.4.1.17","UDP-glucuronate + ROH <=> UDP + beta-D-Glucuronoside","Bidirectional","K00699","UGT","glucuronosyltransferase [EC:2.4.1.17]","map00053","M00129"
"R01478","3.2.1.31","H2O + beta-D-Glucuronoside <=> D-Glucuronate + Alcohol","Bidirectional","K01195","uidA","beta-glucuronidase [EC:3.2.1.31]","map00053","M00129"
"R01481","1.1.1.2, 1.1.1.19","L-Gulonate + NADP+ <=> D-Glucuronate + NADPH + H+","Bidirectional","K00002","AKR1A1","alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","map00053","M00129"
"R02933","3.1.1.17, 3.1.1.25","L-Gulono-1,4-lactone + H2O <=> L-Gulonate","Bidirectional","K01053","gnl","gluconolactonase [EC:3.1.1.17]","map00053","M00129"
"R03184","1.1.3.8","L-Gulono-1,4-lactone + Oxygen <=> L-xylo-Hexulonolactone + Hydrogen peroxide","Bidirectional","K00103","GULO","L-gulonolactone oxidase [EC:1.1.3.8]","map00053","M00129"
"R08615","2.4.1.17","UDP-glucuronate + H2O <=> UDP + D-Glucuronate","Bidirectional","K00699","UGT","glucuronosyltransferase [EC:2.4.1.17]","map00053","M00129"
"R00286","1.1.1.22","UDP-glucose + H2O + 2 NAD+ <=> UDP-glucuronate + 2 NADH + 2 H+","Bidirectional","K00012","UGDH","UDPglucose 6-dehydrogenase [EC:1.1.1.22]","map00053","M00129, M00999"
"R03244","5.1.3.22","L-Ribulose 5-phosphate <=> L-Xylulose 5-phosphate","Bidirectional","K03079","ulaE","L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]","map00053","M00550"
"R05850","5.1.3.4","L-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate","Bidirectional","K03077","araD","L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]","map00053","M00550"
"R07125","4.1.1.85","3-Dehydro-L-gulonate 6-phosphate + H+ <=> L-Xylulose 5-phosphate + CO2","Bidirectional","K03078","ulaD","3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]","map00053","M00550"
"R07671","2.7.1.194","Protein N(pi)-phospho-L-histidine + Ascorbate <=> Protein histidine + L-Ascorbate 6-phosphate","Bidirectional","K02821, K02822, K03475","ulaC, ulaB, ulaA","ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194], ascorbate PTS system EIIB component [EC:2.7.1.194], ascorbate PTS system EIIC component","map00053","M00550"
"R07677","","L-Ascorbate 6-phosphate + H2O <=> 3-Dehydro-L-gulonate 6-phosphate","Bidirectional","K03476","ulaG","L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]","map00053","M00550"
"R01184","1.13.99.1","myo-Inositol + Oxygen <=> D-Glucuronate + H2O","Bidirectional","K00469","MIOX","inositol oxygenase [EC:1.13.99.1]","map00053","M00994"
"R01381","2.7.7.44, 2.7.7.64","UTP + D-Glucuronate 1-phosphate <=> Diphosphate + UDP-glucuronate","Bidirectional","K12447","USP","UDP-sugar pyrophosphorylase [EC:2.7.7.64]","map00053","M00994"
"R01476","2.7.1.43","ATP + D-Glucuronate <=> ADP + D-Glucuronate 1-phosphate","Bidirectional","K16190","GLCAK","glucuronokinase [EC:2.7.1.43]","map00053","M00994"
"R01385","5.1.3.6","UDP-glucuronate <=> UDP-D-galacturonate","Bidirectional","K08679","GAE","UDP-glucuronate 4-epimerase [EC:5.1.3.6]","map00053","M00999"
"R00068","1.10.3.3","Oxygen + 2 Ascorbate <=> 2 Dehydroascorbate + 2 H2O","Bidirectional","K00423","E1.10.3.3","L-ascorbate oxidase [EC:1.10.3.3]","map00053","NA"
"R00095","1.6.5.4","NAD+ + 2 Ascorbate <=> NADH + 2 Monodehydroascorbate + H+","Bidirectional","K08232","E1.6.5.4","monodehydroascorbate reductase (NADH) [EC:1.6.5.4]","map00053","NA"
"R00264","1.2.1.3, 1.2.1.26","2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+","Bidirectional","K00128","ALDH","aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","map00053","NA"
"R00264","1.2.1.3, 1.2.1.26","2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+","Bidirectional","K13877","aldH","2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]","map00053","NA"
"R00264","1.2.1.3, 1.2.1.26","2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+","Bidirectional","K19588","dopDH","2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]","map00053","NA"
